what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1359487048113
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1359487048113
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1359487048113
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1359487048113
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1359487048113
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1359487048113
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1359487048113
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1359487048113
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1359487048113
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1359487048113
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1359487048113
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1359487048113
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1359487048113
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1359487048113
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1359487048113
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1359487048113
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1359487048113
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1359487048113
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1359487048113
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1359487048113
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1359487048113
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1359487048113
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1359487048113
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1359487048113
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1359487048113
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1359487048113
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1359487048113
started,bundle,org.eclipse.equinox.weaving.aspectj,1.0.0.v20100503,"org.eclipse.equinox.weaving.aspectj",1359487048113
started,bundle,org.scala-ide.sdt.aspects,2.0.2.v-2_09-201207120929-81d0972,"org.scala-ide.sdt.aspects",1359487048113
started,bundle,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"org.scala-ide.sdt.core",1359487048113
os,sysinfo,,,"linux",1359487048116
arch,sysinfo,,,"x86_64",1359487048116
ws,sysinfo,,,"gtk",1359487048116
locale,sysinfo,,,"es_AR",1359487048116
processors,sysinfo,,,"4",1359487048117
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1359487048117
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1359487048117
java.specification.name,sysinfo,,,"Java Platform API Specification",1359487048117
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359487048117
java.specification.version,sysinfo,,,"1.6",1359487048117
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1359487048117
java.version,sysinfo,,,"1.6.0_26",1359487048117
java.vm.info,sysinfo,,,"mixed mode",1359487048117
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1359487048117
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1359487048117
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359487048117
java.vm.specification.version,sysinfo,,,"1.0",1359487048117
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1359487048117
java.vm.version,sysinfo,,,"20.1-b02",1359487048117
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1359487048119
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359487468379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359487471537
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1359487474871
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1359487474922
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1359487487487
activated,perspective,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"org.scala-ide.sdt.core.perspective",1359487541055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359487543321
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1359487544622
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1359487544625
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1359487545102
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1359487545110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359487550478
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1359487559614
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1359487559670
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1359487562449
opened,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1359487564425
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1359487565949
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1359487566374
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1359487566460
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1359487566463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359487615945
started,bundle,org.scala-ide.sdt.scalatest,0.9.3,"org.scala-ide.sdt.scalatest",1359487616872
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1359487618241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359487621315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488268598
opened,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1359488268902
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1359488269092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488275607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488292169
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488294204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488573968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488574892
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488576116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488580038
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1359488580851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488581229
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488582575
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488583743
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488589474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488827902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488834471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488916450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488921316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488923494
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1359488928469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488938720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488941106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359488949558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488951038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359488997186
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1359489011912
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1359489031702
