what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1359620109166
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1359620109298
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1359620109510
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1359620109800
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1359620111017
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1359620111214
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1359620111395
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1359620111697
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1359620111994
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359620115110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620118774
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620177390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620181937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620195778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1359620197078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620202442
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620204913
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1359620210615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359620212819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620221368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620366373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620370608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620379344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359620386852
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620388449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620599162
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359620605202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620605702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620681920
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620685243
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620867941
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359620869728
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359620870029
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359620870227
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359620870405
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359620870576
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359620875018
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359620875260
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1359620885065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620922430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620924314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620936445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620938418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620942552
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620951057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620967052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359620968219
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359620988007
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359620988181
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359620988571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359621013270
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1359621018977
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1359621019710
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1359621020210
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1359621020239
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1359621020269
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1359621020301
