what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359489856662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359489858895
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359523058203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359523074657
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359524375319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359524377958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359524761718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359524762968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525354177
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1359525363804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525368990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525373794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525375344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525396022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1359525401781
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1359525405345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525435451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525435466
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525435944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359525436996
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525591055
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359525593065
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359525593231
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359525593474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525595023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525595897
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1359525596739
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359525605712
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359525605716
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1359525606068
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1359525614545
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1359525620765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525620787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525875079
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1359525884432
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1359525887948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1359525890645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359525922577
